Date,CPIAUCSL
2019-08-27,256.36645161290323
2019-08-28,256.3791612903226
2019-08-29,256.39187096774197
2019-08-30,256.4045806451613
2019-08-31,256.41729032258064
2019-09-01,256.43
2019-09-02,256.45416666666665
2019-09-03,256.47833333333335
2019-09-04,256.5025
2019-09-05,256.52666666666664
2019-09-06,256.55083333333334
2019-09-07,256.575
2019-09-08,256.5991666666667
2019-09-09,256.62333333333333
2019-09-10,256.6475
2019-09-11,256.6716666666667
2019-09-12,256.6958333333333
2019-09-13,256.71999999999997
2019-09-14,256.7441666666667
2019-09-15,256.7683333333333
2019-09-16,256.7925
2019-09-17,256.81666666666666
2019-09-18,256.8408333333333
2019-09-19,256.865
2019-09-20,256.88916666666665
2019-09-21,256.9133333333333
2019-09-22,256.9375
2019-09-23,256.96166666666664
2019-09-24,256.9858333333333
2019-09-25,257.01
2019-09-26,257.03416666666664
2019-09-27,257.05833333333334
2019-09-28,257.0825
2019-09-29,257.1066666666666
2019-09-30,257.1308333333333
2019-10-01,257.155
2019-10-02,257.17835483870965
2019-10-03,257.20170967741933
2019-10-04,257.225064516129
2019-10-05,257.2484193548387
2019-10-06,257.27177419354837
2019-10-07,257.29512903225805
2019-10-08,257.3184838709677
2019-10-09,257.3418387096774
2019-10-10,257.3651935483871
2019-10-11,257.38854838709676
2019-10-12,257.41190322580644
2019-10-13,257.4352580645161
2019-10-14,257.4586129032258
2019-10-15,257.4819677419355
2019-10-16,257.50532258064516
2019-10-17,257.52867741935484
2019-10-18,257.5520322580645
2019-10-19,257.5753870967742
2019-10-20,257.5987419354839
2019-10-21,257.62209677419355
2019-10-22,257.64545161290323
2019-10-23,257.6688064516129
2019-10-24,257.6921612903226
2019-10-25,257.71551612903227
2019-10-26,257.73887096774195
2019-10-27,257.7622258064516
2019-10-28,257.7855806451613
2019-10-29,257.808935483871
2019-10-30,257.83229032258066
2019-10-31,257.85564516129034
2019-11-01,257.879
2019-11-02,257.90403333333336
2019-11-03,257.9290666666667
2019-11-04,257.95410000000004
2019-11-05,257.9791333333333
2019-11-06,258.00416666666666
2019-11-07,258.0292
2019-11-08,258.05423333333334
2019-11-09,258.0792666666667
2019-11-10,258.1043
2019-11-11,258.12933333333336
2019-11-12,258.1543666666667
2019-11-13,258.1794
2019-11-14,258.2044333333333
2019-11-15,258.22946666666667
2019-11-16,258.2545
2019-11-17,258.27953333333335
2019-11-18,258.3045666666667
2019-11-19,258.3296
2019-11-20,258.3546333333333
2019-11-21,258.37966666666665
2019-11-22,258.4047
2019-11-23,258.42973333333333
2019-11-24,258.45476666666667
2019-11-25,258.4798
2019-11-26,258.50483333333335
2019-11-27,258.5298666666667
2019-11-28,258.5549
2019-11-29,258.5799333333333
2019-11-30,258.60496666666666
2019-12-01,258.63
2019-12-02,258.6460322580645
2019-12-03,258.662064516129
2019-12-04,258.67809677419353
2019-12-05,258.69412903225805
2019-12-06,258.71016129032256
2019-12-07,258.7261935483871
2019-12-08,258.7422258064516
2019-12-09,258.75825806451616
2019-12-10,258.77429032258067
2019-12-11,258.7903225806452
2019-12-12,258.8063548387097
2019-12-13,258.8223870967742
2019-12-14,258.8384193548387
2019-12-15,258.85445161290323
2019-12-16,258.87048387096775
2019-12-17,258.88651612903226
2019-12-18,258.9025483870968
2019-12-19,258.9185806451613
2019-12-20,258.9346129032258
2019-12-21,258.9506451612903
2019-12-22,258.9666774193548
2019-12-23,258.98270967741934
2019-12-24,258.99874193548385
2019-12-25,259.0147741935484
2019-12-26,259.03080645161293
2019-12-27,259.04683870967744
2019-12-28,259.06287096774196
2019-12-29,259.07890322580647
2019-12-30,259.094935483871
2019-12-31,259.1109677419355
2020-01-01,259.127
2020-01-02,259.1309677419355
2020-01-03,259.134935483871
